REF_DATE,GEO,DGUID,Level of education,Statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VALUE
2015/2016,Newfoundland and Labrador,2016A000210,University,Percentage distribution of  expenditures,Percent,239,units ,0,31.9
2015/2016,Newfoundland and Labrador,2016A000210,University,Index of change,Index,160,units ,0,120
2015/2016,Prince Edward Island,2016A000211,All levels combined,Constant dollars,Dollars,81,units ,0,435
2015/2016,Prince Edward Island,2016A000211,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2015/2016,Prince Edward Island,2016A000211,All levels combined,Index of change,Index,160,units ,0,109
2015/2016,Prince Edward Island,2016A000211,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,235
2015/2016,Prince Edward Island,2016A000211,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,54
2015/2016,Prince Edward Island,2016A000211,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,114
2015/2016,Prince Edward Island,2016A000211,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,200
2015/2016,Prince Edward Island,2016A000211,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,46
2015/2016,Prince Edward Island,2016A000211,Post-secondary levels combined,Index of change,Index,160,units ,0,104
2015/2016,Prince Edward Island,2016A000211,College,Constant dollars,Dollars,81,units ,0,87
2015/2016,Prince Edward Island,2016A000211,College,Percentage distribution of  expenditures,Percent,239,units ,0,20
2015/2016,Prince Edward Island,2016A000211,College,Index of change,Index,160,units ,0,117
2015/2016,Prince Edward Island,2016A000211,University,Constant dollars,Dollars,81,units ,0,113
2015/2016,Prince Edward Island,2016A000211,University,Percentage distribution of  expenditures,Percent,239,units ,0,25.9
2015/2016,Prince Edward Island,2016A000211,University,Index of change,Index,160,units ,0,95
2015/2016,Nova Scotia,2016A000212,All levels combined,Constant dollars,Dollars,81,units ,0,3010
2015/2016,Nova Scotia,2016A000212,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2015/2016,Nova Scotia,2016A000212,All levels combined,Index of change,Index,160,units ,0,112
2015/2016,Nova Scotia,2016A000212,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,1585
2015/2016,Nova Scotia,2016A000212,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,52.6
2015/2016,Nova Scotia,2016A000212,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,112
2015/2016,Nova Scotia,2016A000212,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,1425
2015/2016,Nova Scotia,2016A000212,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,47.3
2015/2016,Nova Scotia,2016A000212,Post-secondary levels combined,Index of change,Index,160,units ,0,113
2015/2016,Nova Scotia,2016A000212,College,Constant dollars,Dollars,81,units ,0,348
2015/2016,Nova Scotia,2016A000212,College,Percentage distribution of  expenditures,Percent,239,units ,0,11.6
2015/2016,Nova Scotia,2016A000212,College,Index of change,Index,160,units ,0,116
2015/2016,Nova Scotia,2016A000212,University,Constant dollars,Dollars,81,units ,0,1077
2015/2016,Nova Scotia,2016A000212,University,Percentage distribution of  expenditures,Percent,239,units ,0,35.8
2015/2016,Nova Scotia,2016A000212,University,Index of change,Index,160,units ,0,112
2015/2016,New Brunswick,2016A000213,All levels combined,Constant dollars,Dollars,81,units ,0,2071
2015/2016,New Brunswick,2016A000213,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2015/2016,New Brunswick,2016A000213,All levels combined,Index of change,Index,160,units ,0,100
2015/2016,New Brunswick,2016A000213,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,1275
2015/2016,New Brunswick,2016A000213,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,61.6
2015/2016,New Brunswick,2016A000213,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,105
2015/2016,New Brunswick,2016A000213,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,795
2015/2016,New Brunswick,2016A000213,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,38.4
2015/2016,New Brunswick,2016A000213,Post-secondary levels combined,Index of change,Index,160,units ,0,92
2015/2016,New Brunswick,2016A000213,College,Constant dollars,Dollars,81,units ,0,298
2015/2016,New Brunswick,2016A000213,College,Percentage distribution of  expenditures,Percent,239,units ,0,14.4
2015/2016,New Brunswick,2016A000213,College,Index of change,Index,160,units ,0,117
2015/2016,New Brunswick,2016A000213,University,Constant dollars,Dollars,81,units ,0,498
2015/2016,New Brunswick,2016A000213,University,Percentage distribution of  expenditures,Percent,239,units ,0,24
2015/2016,New Brunswick,2016A000213,University,Index of change,Index,160,units ,0,82
2015/2016,Quebec,2016A000224,All levels combined,Constant dollars,Dollars,81,units ,0,23375
2015/2016,Quebec,2016A000224,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2015/2016,Quebec,2016A000224,All levels combined,Index of change,Index,160,units ,0,105
2015/2016,Quebec,2016A000224,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,13713
2015/2016,Quebec,2016A000224,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,58.7
2015/2016,Quebec,2016A000224,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,109
2015/2016,Quebec,2016A000224,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,9662
2015/2016,Quebec,2016A000224,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,41.3
2015/2016,Quebec,2016A000224,Post-secondary levels combined,Index of change,Index,160,units ,0,100
2015/2016,Quebec,2016A000224,College,Constant dollars,Dollars,81,units ,0,3809
2015/2016,Quebec,2016A000224,College,Percentage distribution of  expenditures,Percent,239,units ,0,16.3
2015/2016,Quebec,2016A000224,College,Index of change,Index,160,units ,0,92
2015/2016,Quebec,2016A000224,University,Constant dollars,Dollars,81,units ,0,5853
2015/2016,Quebec,2016A000224,University,Percentage distribution of  expenditures,Percent,239,units ,0,25
2015/2016,Quebec,2016A000224,University,Index of change,Index,160,units ,0,107
2015/2016,Ontario,2016A000235,All levels combined,Constant dollars,Dollars,81,units ,0,45803
2015/2016,Ontario,2016A000235,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2015/2016,Ontario,2016A000235,All levels combined,Index of change,Index,160,units ,0,116
2015/2016,Ontario,2016A000235,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,27005
2015/2016,Ontario,2016A000235,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,59
2015/2016,Ontario,2016A000235,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,112
2015/2016,Ontario,2016A000235,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,18799
2015/2016,Ontario,2016A000235,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,41
2015/2016,Ontario,2016A000235,Post-secondary levels combined,Index of change,Index,160,units ,0,123
2015/2016,Ontario,2016A000235,College,Constant dollars,Dollars,81,units ,0,6992
2015/2016,Ontario,2016A000235,College,Percentage distribution of  expenditures,Percent,239,units ,0,15.3
2015/2016,Ontario,2016A000235,College,Index of change,Index,160,units ,0,145
2015/2016,Ontario,2016A000235,University,Constant dollars,Dollars,81,units ,0,11806
2015/2016,Ontario,2016A000235,University,Percentage distribution of  expenditures,Percent,239,units ,0,25.8
2015/2016,Ontario,2016A000235,University,Index of change,Index,160,units ,0,112
2015/2016,Manitoba,2016A000246,All levels combined,Constant dollars,Dollars,81,units ,0,4631
2015/2016,Manitoba,2016A000246,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2015/2016,Manitoba,2016A000246,All levels combined,Index of change,Index,160,units ,0,127
2015/2016,Manitoba,2016A000246,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,2966
2015/2016,Manitoba,2016A000246,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,64.1
2015/2016,Manitoba,2016A000246,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,121
2015/2016,Manitoba,2016A000246,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,1665
2015/2016,Manitoba,2016A000246,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,36
2015/2016,Manitoba,2016A000246,Post-secondary levels combined,Index of change,Index,160,units ,0,139
2015/2016,Manitoba,2016A000246,College,Constant dollars,Dollars,81,units ,0,625
2015/2016,Manitoba,2016A000246,College,Percentage distribution of  expenditures,Percent,239,units ,0,13.5
2015/2016,Manitoba,2016A000246,College,Index of change,Index,160,units ,0,151
2015/2016,Manitoba,2016A000246,University,Constant dollars,Dollars,81,units ,0,1041
2015/2016,Manitoba,2016A000246,University,Percentage distribution of  expenditures,Percent,239,units ,0,22.5
2015/2016,Manitoba,2016A000246,University,Index of change,Index,160,units ,0,132
2015/2016,Saskatchewan,2016A000247,All levels combined,Constant dollars,Dollars,81,units ,0,4713
2015/2016,Saskatchewan,2016A000247,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2015/2016,Saskatchewan,2016A000247,All levels combined,Index of change,Index,160,units ,0,111
2015/2016,Saskatchewan,2016A000247,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,2980
2015/2016,Saskatchewan,2016A000247,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,63.2
2015/2016,Saskatchewan,2016A000247,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,118
2015/2016,Saskatchewan,2016A000247,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,1732
2015/2016,Saskatchewan,2016A000247,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,36.8
2015/2016,Saskatchewan,2016A000247,Post-secondary levels combined,Index of change,Index,160,units ,0,102
2015/2016,Saskatchewan,2016A000247,College,Constant dollars,Dollars,81,units ,0,615
2015/2016,Saskatchewan,2016A000247,College,Percentage distribution of  expenditures,Percent,239,units ,0,13
2015/2016,Saskatchewan,2016A000247,College,Index of change,Index,160,units ,0,101
2015/2016,Saskatchewan,2016A000247,University,Constant dollars,Dollars,81,units ,0,1117
2015/2016,Saskatchewan,2016A000247,University,Percentage distribution of  expenditures,Percent,239,units ,0,23.7
2015/2016,Saskatchewan,2016A000247,University,Index of change,Index,160,units ,0,103
2015/2016,Alberta,2016A000248,All levels combined,Constant dollars,Dollars,81,units ,0,16559
2015/2016,Alberta,2016A000248,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2015/2016,Alberta,2016A000248,All levels combined,Index of change,Index,160,units ,0,145
2015/2016,Alberta,2016A000248,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,10240
2015/2016,Alberta,2016A000248,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,61.8
2015/2016,Alberta,2016A000248,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,161
2015/2016,Alberta,2016A000248,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,6319
2015/2016,Alberta,2016A000248,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,38.2
2015/2016,Alberta,2016A000248,Post-secondary levels combined,Index of change,Index,160,units ,0,126
2015/2016,Alberta,2016A000248,College,Constant dollars,Dollars,81,units ,0,2631
2015/2016,Alberta,2016A000248,College,Percentage distribution of  expenditures,Percent,239,units ,0,15.9
2015/2016,Alberta,2016A000248,College,Index of change,Index,160,units ,0,122
2015/2016,Alberta,2016A000248,University,Constant dollars,Dollars,81,units ,0,3689
2015/2016,Alberta,2016A000248,University,Percentage distribution of  expenditures,Percent,239,units ,0,22.3
2015/2016,Alberta,2016A000248,University,Index of change,Index,160,units ,0,128
2015/2016,British Columbia,2016A000259,All levels combined,Constant dollars,Dollars,81,units ,0,12563
2015/2016,British Columbia,2016A000259,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2015/2016,British Columbia,2016A000259,All levels combined,Index of change,Index,160,units ,0,107
2015/2016,British Columbia,2016A000259,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,6279
2015/2016,British Columbia,2016A000259,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,50
2015/2016,British Columbia,2016A000259,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,94
2015/2016,British Columbia,2016A000259,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,6284
2015/2016,British Columbia,2016A000259,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,50
2015/2016,British Columbia,2016A000259,Post-secondary levels combined,Index of change,Index,160,units ,0,123
2015/2016,British Columbia,2016A000259,College,Constant dollars,Dollars,81,units ,0,2415
2015/2016,British Columbia,2016A000259,College,Percentage distribution of  expenditures,Percent,239,units ,0,19.2
2015/2016,British Columbia,2016A000259,College,Index of change,Index,160,units ,0,119
2015/2016,British Columbia,2016A000259,University,Constant dollars,Dollars,81,units ,0,3869
2015/2016,British Columbia,2016A000259,University,Percentage distribution of  expenditures,Percent,239,units ,0,30.8
2015/2016,British Columbia,2016A000259,University,Index of change,Index,160,units ,0,126
2015/2016,Yukon,2016A000260,All levels combined,Constant dollars,Dollars,81,units ,0,189
2015/2016,Yukon,2016A000260,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2015/2016,Yukon,2016A000260,All levels combined,Index of change,Index,160,units ,0,125
2015/2016,Yukon,2016A000260,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,137
